Year_Before,Year_After,Medals_Before,Medals_After,Delta_Medals,Repeat_Rate,Coaching_Effect_%,File
1992,1996,0,0,0,1.0,0.0,Estonia_ROW_mens.csv
1996,2000,0,0,0,0.333,0.0,Estonia_ROW_mens.csv
2000,2004,0,1,1,0.429,42.86,Estonia_ROW_mens.csv
2004,2008,1,2,1,0.571,57.14,Estonia_ROW_mens.csv
2008,2012,2,0,-2,0.667,-66.67,Estonia_ROW_mens.csv
2012,2016,0,4,4,1.0,400.0,Estonia_ROW_mens.csv
2016,2020,4,0,-4,0.5,-50.0,Estonia_ROW_mens.csv
2020,2024,0,0,0,0.5,0.0,Estonia_ROW_mens.csv
1948,1952,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1952,1956,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1956,1960,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1960,1964,0,0,0,0.667,0.0,Puerto_Rico_SHO_mens.csv
1964,1968,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1968,1972,0,0,0,0.25,0.0,Puerto_Rico_SHO_mens.csv
1972,1976,0,0,0,0.375,0.0,Puerto_Rico_SHO_mens.csv
1976,1984,0,0,0,0.5,0.0,Puerto_Rico_SHO_mens.csv
1984,1988,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1988,1992,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1992,1996,0,0,0,0.5,0.0,Puerto_Rico_SHO_mens.csv
1996,2000,0,0,0,0.5,0.0,Puerto_Rico_SHO_mens.csv
2000,2004,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
2004,2008,0,0,0,1.0,0.0,Puerto_Rico_SHO_mens.csv
2008,2012,0,0,0,0.0,0.0,Puerto_Rico_SHO_mens.csv
1988,1992,0,0,0,0.0,0.0,Botswana_BOX_mens.csv
1992,1996,0,0,0,0.0,0.0,Botswana_BOX_mens.csv
1996,2000,0,0,0,0.0,0.0,Botswana_BOX_mens.csv
2000,2004,0,0,0,0.0,0.0,Botswana_BOX_mens.csv
2004,2008,0,0,0,0.5,0.0,Botswana_BOX_mens.csv
2008,2012,0,0,0,0.0,0.0,Botswana_BOX_mens.csv
2012,2020,0,0,0,0.0,0.0,Botswana_BOX_mens.csv
2020,2024,1,0,-1,1.0,-100.0,Sweden_EJP_womens.csv
1912,1920,1,1,0,0.5,0.0,United_Kingdom_DIV_womens.csv
1920,1924,1,0,-1,0.333,-33.33,United_Kingdom_DIV_womens.csv
1924,1928,0,0,0,0.333,0.0,United_Kingdom_DIV_womens.csv
1928,1936,0,0,0,0.0,0.0,United_Kingdom_DIV_womens.csv
1936,1948,0,0,0,0.0,0.0,United_Kingdom_DIV_womens.csv
1948,1952,0,0,0,0.0,0.0,United_Kingdom_DIV_womens.csv
1952,1956,0,0,0,1.0,0.0,United_Kingdom_DIV_womens.csv
1956,1960,0,1,1,0.333,33.33,United_Kingdom_DIV_womens.csv
1960,1964,1,0,-1,0.0,-0.0,United_Kingdom_DIV_womens.csv
1964,1968,0,0,0,0.0,0.0,United_Kingdom_DIV_womens.csv
1968,1972,0,0,0,0.0,0.0,United_Kingdom_DIV_womens.csv
1972,1976,0,0,0,1.0,0.0,United_Kingdom_DIV_womens.csv
1976,1980,0,0,0,0.0,0.0,United_Kingdom_DIV_womens.csv
1980,1984,0,0,0,0.333,0.0,United_Kingdom_DIV_womens.csv
1984,1988,0,0,0,0.5,0.0,United_Kingdom_DIV_womens.csv
1988,1992,0,0,0,0.333,0.0,United_Kingdom_DIV_womens.csv
1992,1996,0,0,0,1.0,0.0,United_Kingdom_DIV_womens.csv
1996,2000,0,0,0,0.25,0.0,United_Kingdom_DIV_womens.csv
2000,2004,0,0,0,0.333,0.0,United_Kingdom_DIV_womens.csv
2004,2008,0,0,0,0.2,0.0,United_Kingdom_DIV_womens.csv
2008,2012,0,0,0,0.429,0.0,United_Kingdom_DIV_womens.csv
2012,2016,0,0,0,0.667,0.0,United_Kingdom_DIV_womens.csv
2016,2020,0,0,0,0.333,0.0,United_Kingdom_DIV_womens.csv
2020,2024,0,4,4,0.8,320.0,United_Kingdom_DIV_womens.csv
1956,1960,0,0,0,0.0,0.0,Australia_CSL_womens.csv
1960,1964,0,0,0,0.0,0.0,Australia_CSL_womens.csv
1964,1976,0,0,0,0.0,0.0,Australia_CSL_womens.csv
1976,1984,0,0,0,0.0,0.0,Australia_CSL_womens.csv
1984,1992,0,1,1,0.0,0.0,Australia_CSL_womens.csv
1992,1996,1,2,1,0.375,37.5,Australia_CSL_womens.csv
1996,2000,2,1,-1,0.714,-35.71,Australia_CSL_womens.csv
2000,2004,1,0,-1,0.0,-0.0,Australia_CSL_womens.csv
2004,2008,0,5,5,0.4,200.0,Australia_CSL_womens.csv
2008,2012,5,1,-4,0.286,-22.86,Australia_CSL_womens.csv
2012,2016,1,1,0,0.5,0.0,Australia_CSL_womens.csv
2016,2020,1,2,1,1.0,100.0,Australia_CSL_womens.csv
2020,2024,2,3,1,0.5,25.0,Australia_CSL_womens.csv
2004,2008,0,0,0,0.5,0.0,Austria-1_VBV_mens.csv
2008,2016,0,0,0,0.0,0.0,Austria-1_VBV_mens.csv
1992,1996,0,0,0,0.0,0.0,Estonia_CSL_mens.csv
1996,2000,0,0,0,1.0,0.0,Estonia_CSL_mens.csv
1924,1928,0,0,0,0.0,0.0,Denmark_SAL_mens.csv
1928,1948,0,1,1,0.0,0.0,Denmark_SAL_mens.csv
1948,1952,1,1,0,1.0,0.0,Denmark_SAL_mens.csv
1952,1956,1,1,0,1.0,0.0,Denmark_SAL_mens.csv
1956,1960,1,1,0,1.0,0.0,Denmark_SAL_mens.csv
1960,1964,1,1,0,0.0,0.0,Denmark_SAL_mens.csv
1964,1968,1,3,2,0.083,16.67,Denmark_SAL_mens.csv
1968,1972,3,0,-3,0.273,-27.27,Denmark_SAL_mens.csv
1972,1976,0,3,3,0.2,60.0,Denmark_SAL_mens.csv
1976,1980,3,5,2,0.5,33.33,Denmark_SAL_mens.csv
1980,1984,5,0,-5,0.429,-42.86,Denmark_SAL_mens.csv
1984,1988,0,5,5,0.455,227.27,Denmark_SAL_mens.csv
1988,1992,5,5,0,0.333,0.0,Denmark_SAL_mens.csv
1992,1996,5,0,-5,0.375,-37.5,Denmark_SAL_mens.csv
1996,2000,0,3,3,0.125,37.5,Denmark_SAL_mens.csv
2000,2004,3,0,-3,0.125,-12.5,Denmark_SAL_mens.csv
2004,2008,0,2,2,0.4,80.0,Denmark_SAL_mens.csv
2008,2012,2,3,1,0.143,7.14,Denmark_SAL_mens.csv
2012,2016,3,0,-3,0.5,-50.0,Denmark_SAL_mens.csv
2016,2020,0,0,0,0.333,0.0,Denmark_SAL_mens.csv
2020,2024,0,0,0,0.0,0.0,Denmark_SAL_mens.csv
2000,2004,0,0,0,0.333,0.0,France_TRI_mens.csv
2004,2008,0,0,0,0.333,0.0,France_TRI_mens.csv
2008,2012,0,0,0,0.333,0.0,France_TRI_mens.csv
2012,2016,0,0,0,0.333,0.0,France_TRI_mens.csv
2016,2020,0,3,3,0.667,200.0,France_TRI_mens.csv
2020,2024,3,1,-2,0.667,-44.44,France_TRI_mens.csv
2008,2012,1,1,0,0.333,0.0,Kazakhstan_WRF_womens.csv
2012,2016,1,3,2,0.5,100.0,Kazakhstan_WRF_womens.csv
2016,2020,3,0,-3,0.333,-33.33,Kazakhstan_WRF_womens.csv
1984,1992,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
1992,1996,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
1996,2000,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
2000,2004,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
2004,2008,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
2008,2012,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
2012,2016,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
2016,2020,0,0,0,0.0,0.0,United_Arab_Emirates_ATH_mens.csv
1996,2004,0,0,0,0.0,0.0,Slovakia_CTR_womens.csv
2004,2008,0,0,0,1.0,0.0,Slovakia_CTR_womens.csv
2008,2012,0,0,0,1.0,0.0,Slovakia_CTR_womens.csv
1996,2000,0,17,17,0.353,600.0,Germany_FBL_womens.csv
2000,2004,17,17,0,0.412,0.0,Germany_FBL_womens.csv
2004,2008,17,16,-1,0.375,-2.21,Germany_FBL_womens.csv
2008,2016,16,18,2,0.278,3.47,Germany_FBL_womens.csv
2016,2024,18,20,2,0.05,0.56,Germany_FBL_womens.csv
1928,1936,1,0,-1,0.0,-0.0,Czechoslovakia_BOX_mens.csv
1936,1948,0,1,1,0.0,0.0,Czechoslovakia_BOX_mens.csv
1948,1952,1,1,0,0.4,0.0,Czechoslovakia_BOX_mens.csv
1952,1956,1,0,-1,0.6,-60.0,Czechoslovakia_BOX_mens.csv
1956,1960,0,2,2,0.333,66.67,Czechoslovakia_BOX_mens.csv
1960,1964,2,0,-2,0.4,-40.0,Czechoslovakia_BOX_mens.csv
1964,1968,0,0,0,0.4,0.0,Czechoslovakia_BOX_mens.csv
1968,1972,0,0,0,0.0,0.0,Czechoslovakia_BOX_mens.csv
1972,1980,0,1,1,0.0,0.0,Czechoslovakia_BOX_mens.csv
1980,1988,1,0,-1,0.0,-0.0,Czechoslovakia_BOX_mens.csv
1988,1992,0,0,0,0.5,0.0,Czechoslovakia_BOX_mens.csv
2020,2024,1,1,0,0.25,0.0,United_States_CLB_mens.csv
1976,1984,2,2,0,0.0,0.0,West_Germany_ROW_womens.csv
1984,1988,2,0,-2,0.091,-9.09,West_Germany_ROW_womens.csv
1992,1996,0,0,0,1.0,0.0,France-2_TTE_mens.csv
1996,2000,0,0,0,0.5,0.0,France-2_TTE_mens.csv
1992,1996,0,0,0,0.5,0.0,Algeria_JUD_womens.csv
1996,2000,0,0,0,1.0,0.0,Algeria_JUD_womens.csv
2000,2004,0,0,0,0.25,0.0,Algeria_JUD_womens.csv
2004,2008,0,1,1,0.6,60.0,Algeria_JUD_womens.csv
2008,2012,1,0,-1,0.5,-50.0,Algeria_JUD_womens.csv
2012,2016,0,0,0,1.0,0.0,Algeria_JUD_womens.csv
2016,2020,0,0,0,1.0,0.0,Algeria_JUD_womens.csv
2020,2024,0,0,0,0.0,0.0,Algeria_JUD_womens.csv
1996,2000,0,0,0,1.0,0.0,Uzbekistan_GAR_womens.csv
2000,2004,0,0,0,1.0,0.0,Uzbekistan_GAR_womens.csv
2004,2008,0,0,0,0.0,0.0,Uzbekistan_GAR_womens.csv
2008,2016,0,0,0,0.0,0.0,Uzbekistan_GAR_womens.csv
2016,2020,0,0,0,1.0,0.0,Uzbekistan_GAR_womens.csv
2000,2004,0,0,0,0.0,0.0,Swaziland_ATH_womens.csv
2004,2008,0,0,0,0.0,0.0,Swaziland_ATH_womens.csv
2008,2012,0,0,0,0.0,0.0,Swaziland_ATH_womens.csv
2012,2016,0,0,0,1.0,0.0,Swaziland_ATH_womens.csv
1996,2000,0,0,0,1.0,0.0,Kenya_ARC_mens.csv
1988,1992,0,0,0,0.5,0.0,Tunisia_TTE_womens.csv
1992,1996,0,0,0,1.0,0.0,Tunisia_TTE_womens.csv
1996,2004,0,0,0,0.0,0.0,Tunisia_TTE_womens.csv
2004,2016,0,0,0,0.0,0.0,Tunisia_TTE_womens.csv
2016,2020,0,0,0,0.0,0.0,Tunisia_TTE_womens.csv
2012,2020,0,0,0,0.0,0.0,Romania_BOX_womens.csv
2020,2024,0,0,0,0.0,0.0,Romania_BOX_womens.csv
1976,1980,0,0,0,0.5,0.0,Ireland_ARC_mens.csv
1980,1988,0,0,0,0.0,0.0,Ireland_ARC_mens.csv
1988,1992,0,0,0,1.0,0.0,Ireland_ARC_mens.csv
1992,1996,0,0,0,0.0,0.0,Ireland_ARC_mens.csv
2004,2008,0,0,0,0.0,0.0,Uzbekistan_TKW_womens.csv
2008,2012,0,0,0,0.0,0.0,Uzbekistan_TKW_womens.csv
2012,2016,0,0,0,0.0,0.0,Uzbekistan_TKW_womens.csv
2016,2020,0,0,0,0.5,0.0,Uzbekistan_TKW_womens.csv
2020,2024,0,1,1,0.5,50.0,Uzbekistan_TKW_womens.csv
1996,2000,0,0,0,1.0,0.0,Slovakia_SAL_mens.csv
2000,2004,0,0,0,0.0,0.0,Slovakia_SAL_mens.csv
2004,2008,0,0,0,0.0,0.0,Slovakia_SAL_mens.csv
2008,2024,0,0,0,0.0,0.0,Slovakia_SAL_mens.csv
1992,2000,0,0,0,0.333,0.0,Mongolia_JUD_womens.csv
2000,2004,0,0,0,0.5,0.0,Mongolia_JUD_womens.csv
2004,2008,0,0,0,0.2,0.0,Mongolia_JUD_womens.csv
2008,2012,0,0,0,0.4,0.0,Mongolia_JUD_womens.csv
2012,2016,0,1,1,0.667,66.67,Mongolia_JUD_womens.csv
2016,2020,1,1,0,0.0,0.0,Mongolia_JUD_womens.csv
2020,2024,1,1,0,0.2,0.0,Mongolia_JUD_womens.csv
2000,2004,0,0,0,0.333,0.0,Greece_ARC_womens.csv
2004,2008,0,0,0,1.0,0.0,Greece_ARC_womens.csv
2008,2012,0,0,0,1.0,0.0,Greece_ARC_womens.csv
2012,2016,0,0,0,1.0,0.0,Greece_ARC_womens.csv
2016,2020,0,0,0,1.0,0.0,Greece_ARC_womens.csv
1984,1988,3,3,0,0.667,0.0,United_States_SWA_womens.csv
1988,1992,3,3,0,0.667,0.0,United_States_SWA_womens.csv
1992,1996,3,10,7,0.0,0.0,United_States_SWA_womens.csv
1996,2000,10,0,-10,0.222,-22.22,United_States_SWA_womens.csv
2000,2004,0,11,11,0.111,122.22,United_States_SWA_womens.csv
2004,2008,11,0,-11,0.0,-0.0,United_States_SWA_womens.csv
2008,2012,0,0,0,0.0,0.0,United_States_SWA_womens.csv
2012,2016,0,0,0,0.5,0.0,United_States_SWA_womens.csv
2016,2020,0,0,0,0.5,0.0,United_States_SWA_womens.csv
2020,2024,0,9,9,0.111,100.0,United_States_SWA_womens.csv
1992,1996,0,0,0,1.0,0.0,New_Zealand_TTE_womens.csv
1996,2000,0,0,0,0.5,0.0,New_Zealand_TTE_womens.csv
2000,2004,0,0,0,1.0,0.0,New_Zealand_TTE_womens.csv
2000,2004,0,1,1,0.0,0.0,Ukraine_GTR_mens.csv
2004,2008,1,0,-1,1.0,-100.0,Ukraine_GTR_mens.csv
2008,2012,0,0,0,1.0,0.0,Ukraine_GTR_mens.csv
2012,2020,0,0,0,0.0,0.0,Ukraine_GTR_mens.csv
2000,2004,0,0,0,0.5,0.0,Philippines_TKW_mens.csv
2004,2008,0,0,0,1.0,0.0,Philippines_TKW_mens.csv
2008,2020,0,0,0,0.0,0.0,Philippines_TKW_mens.csv
1924,1928,1,1,0,1.0,0.0,Norway_SAL_mens.csv
1928,1948,1,0,-1,0.0,-0.0,Norway_SAL_mens.csv
1948,1952,0,0,0,1.0,0.0,Norway_SAL_mens.csv
1952,1960,0,0,0,0.0,0.0,Norway_SAL_mens.csv
1960,1964,0,0,0,1.0,0.0,Norway_SAL_mens.csv
1964,1968,0,2,2,0.0,0.0,Norway_SAL_mens.csv
1968,1972,2,0,-2,0.615,-61.54,Norway_SAL_mens.csv
1972,1976,0,0,0,0.167,0.0,Norway_SAL_mens.csv
1976,1984,0,0,0,0.0,0.0,Norway_SAL_mens.csv
1984,1988,0,2,2,0.143,28.57,Norway_SAL_mens.csv
1988,1992,2,0,-2,0.3,-30.0,Norway_SAL_mens.csv
1992,1996,0,1,1,0.25,25.0,Norway_SAL_mens.csv
1996,2000,1,3,2,0.667,133.33,Norway_SAL_mens.csv
2000,2004,3,0,-3,0.667,-66.67,Norway_SAL_mens.csv
2004,2008,0,0,0,0.5,0.0,Norway_SAL_mens.csv
2008,2012,0,0,0,0.25,0.0,Norway_SAL_mens.csv
2012,2016,0,0,0,0.5,0.0,Norway_SAL_mens.csv
2016,2020,0,1,1,0.0,0.0,Norway_SAL_mens.csv
2020,2024,1,0,-1,1.0,-100.0,Norway_SAL_mens.csv
1912,1920,0,0,0,0.0,0.0,Sweden-2_TEN_womens.csv
1920,1924,0,0,0,1.0,0.0,Sweden-2_TEN_womens.csv
1964,1968,0,0,0,1.0,0.0,Netherlands_Antilles_FEN_mens.csv
2020,2024,0,0,0,0.5,0.0,United_Kingdom_MTB_womens.csv
1992,1996,0,0,0,0.4,0.0,Brazil_JUD_womens.csv
1996,2000,0,0,0,0.2,0.0,Brazil_JUD_womens.csv
2000,2004,0,0,0,0.4,0.0,Brazil_JUD_womens.csv
2004,2008,0,1,1,0.167,16.67,Brazil_JUD_womens.csv
2008,2012,1,2,1,0.286,28.57,Brazil_JUD_womens.csv
2012,2016,2,2,0,1.0,0.0,Brazil_JUD_womens.csv
2016,2020,2,1,-1,0.167,-8.33,Brazil_JUD_womens.csv
2020,2024,1,6,5,0.5,250.0,Brazil_JUD_womens.csv
2000,2004,0,0,0,1.0,0.0,Mali_SWM_womens.csv
2004,2008,0,0,0,1.0,0.0,Mali_SWM_womens.csv
2008,2012,0,0,0,0.0,0.0,Mali_SWM_womens.csv
2012,2016,0,0,0,1.0,0.0,Mali_SWM_womens.csv
2016,2024,0,0,0,0.0,0.0,Mali_SWM_womens.csv
1992,1996,0,0,0,0.0,0.0,Japan_ROW_womens.csv
1996,2000,0,0,0,0.5,0.0,Japan_ROW_womens.csv
2000,2004,0,0,0,0.5,0.0,Japan_ROW_womens.csv
2004,2008,0,0,0,0.5,0.0,Japan_ROW_womens.csv
2008,2012,0,0,0,0.333,0.0,Japan_ROW_womens.csv
2012,2016,0,0,0,0.0,0.0,Japan_ROW_womens.csv
2016,2020,0,0,0,1.0,0.0,Japan_ROW_womens.csv
2020,2024,0,0,0,0.5,0.0,Japan_ROW_womens.csv
1980,1988,0,0,0,0.0,0.0,Laos_BOX_mens.csv
1988,1992,0,0,0,0.0,0.0,Laos_BOX_mens.csv
1968,1992,0,0,0,0.0,0.0,Uruguay_SHO_mens.csv
1992,2000,0,0,0,0.0,0.0,Uruguay_SHO_mens.csv
2000,2012,0,0,0,0.0,0.0,Uruguay_SHO_mens.csv
2004,2008,0,0,0,0.0,0.0,South_Africa_GRY_womens.csv
1912,1920,1,0,-1,0.0,-0.0,Great_Britain-1_TEN_womens.csv
1920,1924,0,2,2,0.0,0.0,Great_Britain-1_TEN_womens.csv
1924,2012,2,0,-2,0.0,-0.0,Great_Britain-1_TEN_womens.csv
2012,2016,0,0,0,0.0,0.0,Great_Britain-1_TEN_womens.csv
1956,1960,3,0,-3,0.333,-33.33,Buraddoo_SAL_mens.csv
1964,1988,0,0,0,0.0,0.0,South_Korea_ROW_mens.csv
1988,1996,0,0,0,0.0,0.0,South_Korea_ROW_mens.csv
1996,2000,0,0,0,1.0,0.0,South_Korea_ROW_mens.csv
2000,2004,0,0,0,0.0,0.0,South_Korea_ROW_mens.csv
2004,2008,0,0,0,0.0,0.0,South_Korea_ROW_mens.csv
2008,2012,0,0,0,0.0,0.0,South_Korea_ROW_mens.csv
2012,2016,0,0,0,1.0,0.0,South_Korea_ROW_mens.csv
1948,1956,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
1956,1960,0,0,0,0.25,0.0,Mexico_SWM_womens.csv
1960,1964,0,0,0,0.667,0.0,Mexico_SWM_womens.csv
1964,1968,0,1,1,0.0,0.0,Mexico_SWM_womens.csv
1968,1972,1,0,-1,0.5,-50.0,Mexico_SWM_womens.csv
1972,1976,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
1976,1980,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
1980,1984,0,0,0,0.167,0.0,Mexico_SWM_womens.csv
1984,1988,0,0,0,0.333,0.0,Mexico_SWM_womens.csv
1988,1992,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
1992,2000,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
2000,2004,0,0,0,1.0,0.0,Mexico_SWM_womens.csv
2004,2008,0,0,0,0.25,0.0,Mexico_SWM_womens.csv
2008,2012,0,0,0,0.286,0.0,Mexico_SWM_womens.csv
2012,2016,0,0,0,1.0,0.0,Mexico_SWM_womens.csv
2016,2020,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
2020,2024,0,0,0,0.0,0.0,Mexico_SWM_womens.csv
1984,1988,0,0,0,0.091,0.0,South_Korea_CSL_mens.csv
1988,1992,0,0,0,0.167,0.0,South_Korea_CSL_mens.csv
1992,1996,0,0,0,0.5,0.0,South_Korea_CSL_mens.csv
1996,2000,0,0,0,0.0,0.0,South_Korea_CSL_mens.csv
2000,2016,0,0,0,0.0,0.0,South_Korea_CSL_mens.csv
2008,2012,0,0,0,1.0,0.0,Luxembourg_JUD_womens.csv
1924,1952,0,0,0,0.0,0.0,Romania_FBL_mens.csv
1952,1964,0,0,0,0.0,0.0,Romania_FBL_mens.csv
1964,2020,0,0,0,0.0,0.0,Romania_FBL_mens.csv
1924,1928,0,0,0,0.0,0.0,Hungary_SWM_womens.csv
1928,1936,0,0,0,0.0,0.0,Hungary_SWM_womens.csv
1936,1948,0,1,1,0.0,0.0,Hungary_SWM_womens.csv
1948,1952,1,11,10,0.556,555.56,Hungary_SWM_womens.csv
1952,1956,11,1,-10,0.667,-60.61,Hungary_SWM_womens.csv
1956,1960,1,0,-1,0.143,-14.29,Hungary_SWM_womens.csv
1960,1964,0,0,0,0.375,0.0,Hungary_SWM_womens.csv
1964,1968,0,0,0,0.429,0.0,Hungary_SWM_womens.csv
1968,1972,0,2,2,0.571,114.29,Hungary_SWM_womens.csv
1972,1976,2,0,-2,0.0,-0.0,Hungary_SWM_womens.csv
1976,1980,0,0,0,0.0,0.0,Hungary_SWM_womens.csv
1980,1988,0,2,2,0.0,0.0,Hungary_SWM_womens.csv
1988,1992,2,4,2,0.5,50.0,Hungary_SWM_womens.csv
1992,1996,4,3,-1,0.222,-5.56,Hungary_SWM_womens.csv
1996,2000,3,1,-2,0.6,-40.0,Hungary_SWM_womens.csv
2000,2004,1,0,-1,0.222,-22.22,Hungary_SWM_womens.csv
2004,2008,0,0,0,0.429,0.0,Hungary_SWM_womens.csv
2008,2012,0,1,1,0.545,54.55,Hungary_SWM_womens.csv
2012,2016,1,5,4,0.583,233.33,Hungary_SWM_womens.csv
2016,2020,5,0,-5,0.083,-8.33,Hungary_SWM_womens.csv
2020,2024,0,0,0,0.3,0.0,Hungary_SWM_womens.csv
2004,2008,0,0,0,1.0,0.0,Italy_GTR_mens.csv
2008,2012,0,0,0,1.0,0.0,Italy_GTR_mens.csv
1952,1956,6,6,0,0.0,0.0,Russia_BOX_mens.csv
1956,1960,6,5,-1,0.2,-3.33,Russia_BOX_mens.csv
1960,1964,5,9,4,0.3,24.0,Russia_BOX_mens.csv
1964,1968,9,6,-3,0.273,-9.09,Russia_BOX_mens.csv
1968,1972,6,2,-4,0.0,-0.0,Russia_BOX_mens.csv
1972,1976,2,5,3,0.091,13.64,Russia_BOX_mens.csv
1976,1980,5,8,3,0.182,10.91,Russia_BOX_mens.csv
1980,1988,8,4,-4,0.0,-0.0,Russia_BOX_mens.csv
1988,1996,4,4,0,0.0,0.0,Russia_BOX_mens.csv
1996,2000,4,7,3,0.333,25.0,Russia_BOX_mens.csv
2000,2004,7,6,-1,0.364,-5.19,Russia_BOX_mens.csv
2004,2008,6,3,-3,0.273,-13.64,Russia_BOX_mens.csv
2008,2012,3,4,1,0.429,14.29,Russia_BOX_mens.csv
2012,2016,4,3,-1,0.222,-5.56,Russia_BOX_mens.csv
2016,2020,3,5,2,0.0,0.0,Russia_BOX_mens.csv
1988,1992,0,0,0,1.0,0.0,Sweden-2_TTE_mens.csv
1992,1996,0,0,0,0.0,0.0,Sweden-2_TTE_mens.csv
1996,2000,0,0,0,0.0,0.0,Sweden-2_TTE_mens.csv
2020,2024,0,0,0,0.0,0.0,Chile_CRD_womens.csv
1988,1992,0,0,0,0.0,0.0,Australia_SAL_womens.csv
1992,1996,0,0,0,0.75,0.0,Australia_SAL_womens.csv
1996,2000,0,2,2,0.0,0.0,Australia_SAL_womens.csv
2000,2004,2,0,-2,0.429,-42.86,Australia_SAL_womens.csv
2004,2008,0,2,2,0.429,85.71,Australia_SAL_womens.csv
2008,2012,2,3,1,0.429,21.43,Australia_SAL_womens.csv
2012,2016,3,1,-2,0.0,-0.0,Australia_SAL_womens.csv
2016,2020,1,0,-1,0.333,-33.33,Australia_SAL_womens.csv
2020,2024,0,0,0,0.167,0.0,Australia_SAL_womens.csv
2004,2016,0,0,0,0.0,0.0,Cape_Verde_BOX_mens.csv
2016,2020,0,0,0,0.0,0.0,Cape_Verde_BOX_mens.csv
1992,2004,0,0,0,0.0,0.0,South_Africa_FEN_womens.csv
2004,2008,0,0,0,0.0,0.0,South_Africa_FEN_womens.csv
1936,1948,0,0,0,0.1,0.0,Philippines_BKB_mens.csv
1948,1952,0,0,0,0.083,0.0,Philippines_BKB_mens.csv
1952,1956,0,0,0,0.417,0.0,Philippines_BKB_mens.csv
1956,1960,0,0,0,0.083,0.0,Philippines_BKB_mens.csv
1960,1968,0,0,0,0.167,0.0,Philippines_BKB_mens.csv
1968,1972,0,0,0,0.417,0.0,Philippines_BKB_mens.csv
1996,2000,15,0,-15,0.692,-69.23,China_FBL_womens.csv
2000,2004,0,0,0,0.267,0.0,China_FBL_womens.csv
2004,2008,0,0,0,0.312,0.0,China_FBL_womens.csv
2008,2016,0,0,0,0.067,0.0,China_FBL_womens.csv
2016,2020,0,0,0,0.0,0.0,China_FBL_womens.csv
1948,1952,0,0,0,0.0,0.0,Mexico_DIV_womens.csv
1952,1960,0,0,0,0.0,0.0,Mexico_DIV_womens.csv
1960,1968,0,0,0,0.0,0.0,Mexico_DIV_womens.csv
1968,1972,0,0,0,1.0,0.0,Mexico_DIV_womens.csv
1972,1976,0,0,0,0.0,0.0,Mexico_DIV_womens.csv
1976,1980,0,0,0,0.0,0.0,Mexico_DIV_womens.csv
1980,1984,0,0,0,1.0,0.0,Mexico_DIV_womens.csv
1984,1988,0,0,0,0.0,0.0,Mexico_DIV_womens.csv
1988,1992,0,0,0,0.25,0.0,Mexico_DIV_womens.csv
1992,1996,0,0,0,1.0,0.0,Mexico_DIV_womens.csv
1996,2000,0,0,0,0.333,0.0,Mexico_DIV_womens.csv
2000,2004,0,0,0,0.333,0.0,Mexico_DIV_womens.csv
2004,2008,0,2,2,0.75,150.0,Mexico_DIV_womens.csv
2008,2012,2,3,1,0.4,20.0,Mexico_DIV_womens.csv
2012,2016,3,0,-3,0.5,-50.0,Mexico_DIV_womens.csv
2016,2020,0,2,2,0.0,0.0,Mexico_DIV_womens.csv
2020,2024,2,0,-2,0.75,-75.0,Mexico_DIV_womens.csv
1904,1928,0,0,0,0.0,0.0,Cuba_ATH_mens.csv
1928,1948,0,0,0,0.0,0.0,Cuba_ATH_mens.csv
1948,1952,0,0,0,0.6,0.0,Cuba_ATH_mens.csv
1952,1956,0,0,0,0.0,0.0,Cuba_ATH_mens.csv
1956,1960,0,0,0,0.0,0.0,Cuba_ATH_mens.csv
1960,1964,0,1,1,0.5,50.0,Cuba_ATH_mens.csv
1964,1968,1,4,3,0.083,25.0,Cuba_ATH_mens.csv
1968,1972,4,0,-4,0.375,-37.5,Cuba_ATH_mens.csv
1972,1976,0,3,3,0.278,83.33,Cuba_ATH_mens.csv
1976,1980,3,3,0,0.308,0.0,Cuba_ATH_mens.csv
1980,1992,3,10,7,0.0,0.0,Cuba_ATH_mens.csv
1992,1996,10,1,-9,0.423,-38.08,Cuba_ATH_mens.csv
1996,2000,1,8,7,0.632,442.11,Cuba_ATH_mens.csv
