Athlete,Country,Event,First event,Gender
Eszter Meszaros,HUN,SHO,False,F
Eszter Meszaros,HUN,SHO,False,F
Eszter Meszaros,HUN,SHO,False,F
Nikita Chiryukin,KAZ,SHO,True,M
Nikita Chiryukin,KAZ,SHO,True,M
Nikita Chiryukin,KAZ,SHO,True,M
Konstantin Malinovskiy,KAZ,SHO,True,M
Konstantin Malinovskiy,KAZ,SHO,True,M
Konstantin Malinovskiy,KAZ,SHO,True,M
Islam Satpayev,KAZ,SHO,True,M
Islam Satpayev,KAZ,SHO,True,M
Islam Satpayev,KAZ,SHO,True,M
Eduard Yechshenko,KAZ,SHO,True,M
Eduard Yechshenko,KAZ,SHO,True,M
Vladislav Ursu,MDA,TTE,True,M
Chaehyun Seo,KOR,CLB,True,F
Jakob Soderqvist,SWE,CRD,True,M
Marie Perrier,MRI,ATH,True,F
Giorgio Malan,ITA,MPN,True,M
Matteo Cicinelli,ITA,MPN,True,M
Kun-pi Yang,TPE,SHO,False,M
Yuan Lee,TPE,SHO,True,M
Sindhu Pusarla,IND,BDM,False,F
Tanisha Crasto,IND,BDM,True,F
Ashwini Ponnappa,IND,BDM,False,F
Alena Marx,SUI,CSL,False,F
Alena Marx,SUI,CSL,False,F
Alena Marx,SUI,CSL,False,F
Anna Hursey,GBR,TTE,True,F
Alberto Gonzalez,ESP,TRI,True,M
Roberto Sanchez,ESP,TRI,True,M
Antonio Serrat,ESP,TRI,True,M
Phurit Yohuang,THA,MPN,True,M
Jairo Moreno,ESA,JUD,True,M
Joni Savaste,FIN,MTB,True,M
Abraham Ancer,MEX,GLF,False,M
Carlos Ortiz,MEX,GLF,False,M
Miyu Yamashita,JPN,GLF,True,F
Yuka Saso,JPN,GLF,True,F
Yu Zhou,CHN,CTR,True,M
Yu Zhou,CHN,CTR,True,M
Yu Zhou,CHN,CTR,True,M
Shuai Guo,CHN,CTR,True,M
Qi Liu,CHN,CTR,True,M
Qi Liu,CHN,CTR,True,M
Qi Liu,CHN,CTR,True,M
Zhiwei Li,CHN,CTR,True,M
Tamara Potocka,SVK,SWM,True,F
Samara Maxwell,NZL,MTB,True,F
Elizaveta Pecherskikh,KGZ,SWM,True,F
Richard Murray,NED,TRI,True,M
Mitch Kolkman,NED,TRI,True,M
Desislava Angelova,BUL,ROW,True,F
Rikuto Tamai,JPN,DIV,False,M
Sho Sakai,JPN,DIV,False,M
Adriaan Wildschutt,RSA,ATH,True,M
Akani Simbine,RSA,ATH,False,M
Akani Simbine,RSA,ATH,False,M
Sinesipho Dambile,RSA,ATH,True,M
Shaun Maswanganyi,RSA,ATH,False,M
Shaun Maswanganyi,RSA,ATH,False,M
Shaun Maswanganyi,RSA,ATH,False,M
Benjamin Richardson,RSA,ATH,True,M
Benjamin Richardson,RSA,ATH,True,M
van Wayde,RSA,ATH,False,M
Zakithi Nene,RSA,ATH,False,M
Zakithi Nene,RSA,ATH,False,M
Lythe Pillay,RSA,ATH,False,M
Lythe Pillay,RSA,ATH,False,M
Stephen Mokoka,RSA,ATH,False,M
Gardeo Isaacs,RSA,ATH,True,M
Ryan Mphahlele,RSA,ATH,True,M
van Jovan,RSA,ATH,True,M
Tshepo Tshite,RSA,ATH,True,M
Cheswill Johnson,RSA,ATH,False,M
Francois Prinsloo,RSA,ATH,True,M
Brian Raats,RSA,ATH,True,M
Kyle Blignaut,RSA,ATH,False,M
Elroy Gelant,RSA,ATH,False,M
Victor Hogan,RSA,ATH,True,M
Matthys Nortje,RSA,ATH,True,M
Adrian Swart,RSA,ATH,True,M
Bayanda Walaza,RSA,ATH,True,M
Bradley Nkoana,RSA,ATH,True,M
du Edmund,RSA,ATH,True,M
Eishiro Murakami,JPN,WLF,True,M
Masanori Miyamoto,JPN,WLF,False,M
Nelson Oliveira,POR,CRD,False,M
Nelson Oliveira,POR,CRD,False,M
Rui Costa,POR,CRD,True,M
Rui Costa,POR,CRD,True,M
Nastja Claessens,BEL,BKB,True,F
Antonia Delaere,BEL,BKB,False,F
Kyara Linskens,BEL,BKB,False,F
Maxuella Lisowa,BEL,BKB,True,F
Becky Massey,BEL,BKB,True,F
Billie Massey,BEL,BKB,False,F
Emma Meesseman,BEL,BKB,False,F
Elise Ramette,BEL,BKB,True,F
Laure Resimont,BEL,BKB,True,F
Bethy Mununga,BEL,BKB,True,F
Julie Vanloo,BEL,BKB,False,F
Ine Joris,BEL,BKB,True,F
Elinor Barker,GBR,CTR,False,F
Elinor Barker,GBR,CTR,False,F
Elinor Barker,GBR,CTR,False,F
Megan Barker,GBR,CTR,True,F
Sophie Capewell,GBR,CTR,True,F
Sophie Capewell,GBR,CTR,True,F
Sophie Capewell,GBR,CTR,True,F
Neah Evans,GBR,CTR,False,F
Neah Evans,GBR,CTR,False,F
Neah Evans,GBR,CTR,False,F
Emma Finucane,GBR,CTR,True,F
Emma Finucane,GBR,CTR,True,F
Emma Finucane,GBR,CTR,True,F
Josie Knight,GBR,CTR,False,F
Anna Morris,GBR,CTR,True,F
Lowri Thomas,GBR,CTR,True,F
Katy Marchant,GBR,CTR,False,F
Katy Marchant,GBR,CTR,False,F
Katy Marchant,GBR,CTR,False,F
Jessica Roberts,GBR,CTR,True,F
Jessica Roberts,GBR,CTR,True,F
Eteri Liparteliani,GEO,JUD,False,F
Eteri Liparteliani,GEO,JUD,False,F
Sophio Somkhishvili,GEO,JUD,True,F
Sophio Somkhishvili,GEO,JUD,True,F
Eter Askilashvili,GEO,JUD,True,F
Eter Askilashvili,GEO,JUD,True,F
Rosina Randafiarison,MAD,WLF,True,F
Sydney Francisco,PLW,ATH,True,F
Jamila Boulakbech,TUN,SWM,True,F
Aan Hussain,MDV,SWM,True,M
Marcos Moneta,ARG,RU7,False,M
Santiago Vera,ARG,RU7,True,M
Matias Osadczuk,ARG,RU7,False,M
Santiago Alvarez,ARG,RU7,False,M
German Schulz,ARG,RU7,False,M
Joaquin Pellandini,ARG,RU7,True,M
Gaston Revol,ARG,RU7,False,M
Tomas Elizalde,ARG,RU7,True,M
Tobias Wade,ARG,RU7,True,M
Matteo Graziano,ARG,RU7,True,M
Luciano Gonzalez,ARG,RU7,False,M
Agustin Fraga,ARG,RU7,True,M
Rodrigo Isgro,ARG,RU7,False,M
Santiago Mare,ARG,RU7,False,M
Michelle-lee Ahye,TTO,ATH,False,F
Michelle-lee Ahye,TTO,ATH,False,F
Leah Bertrand,TTO,ATH,True,F
Leah Bertrand,TTO,ATH,True,F
Sanaa Frederick,TTO,ATH,True,F
Sole Frederick,TTO,ATH,True,F
Akilah Lewis,TTO,ATH,True,F
Portious Warren,TTO,ATH,False,F
Lianne Tan,BEL,BDM,False,F
Ethan Ewing,AUS,SRF,True,M
Jack Robinson,AUS,SRF,True,M
Hussein Yaseen,IRQ,ATH,False,M
Tonatiu Lopez,MEX,ATH,False,M
Erick Portillo,MEX,ATH,True,M
Uziel Munoz,MEX,ATH,True,M
del Diego,MEX,ATH,False,M
Luis Doctor,MEX,ATH,True,M
Jair Palma,MEX,ATH,True,M
Edgar Rivera,MEX,ATH,False,M
Noel Chama,MEX,ATH,False,M
Ricardo Ortiz,MEX,ATH,True,M
Mesud Pezer,BIH,ATH,True,M
Sagor Islam,BAN,ARC,True,M
Noora Antikainen,FIN,SHO,True,F
Zeqi Zhou,CHN,TKW,True,F
Qing Guo,CHN,TKW,True,F
Zongshi Luo,CHN,TKW,True,F
Jie Song,CHN,TKW,True,F
Krisztian Toth,HUN,JUD,False,M
Krisztian Toth,HUN,JUD,False,M
Attila Ungvari,HUN,JUD,False,M
Attila Ungvari,HUN,JUD,False,M
Zsombor Veg,HUN,JUD,True,M
Zsombor Veg,HUN,JUD,True,M
Bence Pongracz,HUN,JUD,True,M
Bence Pongracz,HUN,JUD,True,M
Kaoutar Farkoussi,MAR,ATH,True,F
Ezzahra Gardadi,MAR,ATH,True,F
Assia Raziki,MAR,ATH,True,F
Rahma Tahiri,MAR,ATH,True,F
Noura Ennadi,MAR,ATH,True,F
Agustin Bugallo,ARG,HOC,True,M
Bautista Capurro,ARG,HOC,True,M
Maico Casella,ARG,HOC,False,M
Juan Catan,ARG,HOC,True,M
Tomas Domene,ARG,HOC,True,M
Thomas Habif,ARG,HOC,True,M
Nicolas Keenan,ARG,HOC,True,M
Tadeo Marcucci,ARG,HOC,True,M
Lucas Martinez,ARG,HOC,False,M
Tobias Martins,ARG,HOC,True,M
Agustin Mazzilli,ARG,HOC,True,M
Federico Monja,ARG,HOC,True,M
Matias Rey,ARG,HOC,True,M
Tomas Santiago,ARG,HOC,True,M
Santiago Tarazona,ARG,HOC,True,M
Lucas Toscani,ARG,HOC,True,M
Nicolas Della,ARG,HOC,True,M
Inaki Minadeo,ARG,HOC,True,M
Kestra Kihleng,FSM,SWM,True,F
Alexis Bayard,SUI,FEN,True,M
van Erik,RSA,GLF,True,M
Christiaan Bezuidenhout,RSA,GLF,False,M
Taiko Torepe-ormsby,NZL,SWM,True,M
Kane Follows,NZL,SWM,True,M
Kane Follows,NZL,SWM,True,M
Lewis Clareburt,NZL,SWM,False,M
Lewis Clareburt,NZL,SWM,False,M
Lewis Clareburt,NZL,SWM,False,M
Cameron Gray,NZL,SWM,True,M
Cameron Gray,NZL,SWM,True,M
Phili Weishaupt,GER,EJP,True,M
Phili Weishaupt,GER,EJP,True,M
Christian Kukuk,GER,EJP,False,M
Christian Kukuk,GER,EJP,False,M
Richard Vogel,GER,EJP,True,M
Richard Vogel,GER,EJP,True,M
Nicolas Burgos,CHI,TTE,True,M
Jiujiang Mi,CHN,MTB,True,M
Maude Charron,CAN,WLF,True,F
Pauline Schaefer-betz,GER,GAR,False,F
Pauline Schaefer-betz,GER,GAR,False,F
Pauline Schaefer-betz,GER,GAR,False,F
Sarah Voss,GER,GAR,False,F
Sarah Voss,GER,GAR,False,F
Sarah Voss,GER,GAR,False,F
Sarah Voss,GER,GAR,False,F
Sarah Voss,GER,GAR,False,F
Sarah Voss,GER,GAR,False,F
Helen Kevric,GER,GAR,True,F
Helen Kevric,GER,GAR,True,F
Helen Kevric,GER,GAR,True,F
Helen Kevric,GER,GAR,True,F
Helen Kevric,GER,GAR,True,F
Helen Kevric,GER,GAR,True,F
Lucia Moris,SSD,ATH,False,F
Aniya Holder,RSA,CLB,True,F
Lauren Mukheibir,RSA,CLB,True,F
Unai Aguirre,ESP,WPO,False,M
Unai Biel,ESP,WPO,True,M
Alejandro Bustos,ESP,WPO,False,M
Sergi Cabanas,ESP,WPO,True,M
de Miguel,ESP,WPO,False,M
Martin Famera,ESP,WPO,False,M
Alvaro Granados,ESP,WPO,False,M
Marc Larumbe,ESP,WPO,False,M
Eduardo Lorrio,ESP,WPO,True,M
Alberto Munarriz,ESP,WPO,False,M
Felipe Perrone,ESP,WPO,False,M
Bernat Sanahuja,ESP,WPO,False,M
Roger Tahull,ESP,WPO,False,M
Cecilia Castro,ESP,TKW,True,F
Adriana Cerezo,ESP,TKW,False,F
Bunthorn Chhun,CAM,ATH,True,M
Synnoeve Berg,NOR,SHO,True,F
Synnoeve Berg,NOR,SHO,True,F
Hegg Duestad,NOR,SHO,False,F
Hegg Duestad,NOR,SHO,False,F
Hegg Duestad,NOR,SHO,False,F
Jenny Stene,NOR,SHO,False,F
Christine Majerus,LUX,CRD,False,F
Julie Derron,SUI,TRI,True,F
Cathia Schar,SUI,TRI,True,F
Bugra Unal,TUR,MPN,True,M
Naoki Furuta,JPN,ROW,True,M
Masayuki Miyaura,JPN,ROW,True,M
Ryuta Arakawa,JPN,ROW,False,M
Vitoria Magalhaes,BRA,CRD,True,F
Yuuki Tanaka,JPN,CSL,True,M
Yuuki Tanaka,JPN,CSL,True,M
Takuya Haneda,JPN,CSL,False,M
Rio Waida,INA,SRF,False,M
Zahra Tatar,ALG,ATH,True,F
Ekaterina Bordachyova,TJK,SWM,True,F
Hezly Rivera,USA,GAR,True,F
Hezly Rivera,USA,GAR,True,F
Hezly Rivera,USA,GAR,True,F
Hezly Rivera,USA,GAR,True,F
Hezly Rivera,USA,GAR,True,F
Hezly Rivera,USA,GAR,True,F
Jade Carey,USA,GAR,False,F
Jade Carey,USA,GAR,False,F
Jade Carey,USA,GAR,False,F
Jade Carey,USA,GAR,False,F
Jade Carey,USA,GAR,False,F
Jade Carey,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Jordan Chiles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Simone Biles,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Sunisa Lee,USA,GAR,False,F
Gianluca Chetcuti,MLT,SHO,True,M
Nikita Tsvetkov,UZB,CRD,True,M
That Nguyen,VIE,CRD,True,F
Campbell Stewart,NZL,CTR,False,M
Campbell Stewart,NZL,CTR,False,M
George Jackson,NZL,CTR,True,M
Aaron Gate,NZL,CTR,False,M
Aaron Gate,NZL,CTR,False,M
Aaron Gate,NZL,CTR,False,M
Sam Dakin,NZL,CTR,False,M
Sam Dakin,NZL,CTR,False,M
Keegan Hornblow,NZL,CTR,True,M
Tom Sexton,NZL,CTR,True,M
Zelimkhan Abakarov,ALB,WRF,True,M
Islam Dudaev,ALB,WRF,True,M
Chermen Valiev,ALB,WRF,True,M
Long Ng,HKG,TRI,True,M
Balraj Panwar,IND,ROW,True,M
Souleymane Napare,BUR,SWM,True,M
Andres Farinango,ECU,OWS,True,M
Matti Mattsson,FIN,SWM,False,M
Paolo Nicolai,ITA,VBV,False,M
Samuele Cottafava,ITA,VBV,True,M
Alex Ranghieri,ITA,VBV,True,M
Ignacio Carambula,ITA,VBV,False,M
Quentin Antognelli,MON,ROW,False,M
Dee Vargas,CHI,JUD,False,F
Thea Lafond,DMA,ATH,False,F
Favoris Muzrapov,TJK,ATH,True,M
Joanie Delgaco,PHI,ROW,True,F
Molly Picklum,AUS,SRF,True,F
Tyler Wright,AUS,SRF,True,F
Temalini Manatoa,TUV,ATH,True,F
Felix Marcial,PHI,BOX,True,M
Carlo Paalam,PHI,BOX,False,M
Davaanasan Enkh,MGL,WRF,True,F
Delgermaa Enkhsaikhan,MGL,WRF,True,F
Orkhon Purevdorj,MGL,WRF,True,F
Otgonjargal Dolgorjav,MGL,WRF,True,F
Khongorzul Boldsaikhan,MGL,WRF,False,F
Khulan Batkhuyag,MGL,WRF,True,F
Natalie Achonwa,CAN,BKB,False,F
Kayla Alexander,CAN,BKB,False,F
Laeticia Amihere,CAN,BKB,False,F
Bridget Carleton,CAN,BKB,False,F
Shay Colley,CAN,BKB,False,F
Aaliyah Edwards,CAN,BKB,False,F
Yvonne Ejim,CAN,BKB,True,F
Nirra Fields,CAN,BKB,False,F
Sami Hill,CAN,BKB,True,F
Kia Nurse,CAN,BKB,False,F
Cassandre Prosper,CAN,BKB,True,F
Syla Swords,CAN,BKB,True,F
Miyanda Maseti,RSA,BMX,True,F
Takashi Haase,JPN,EJP,True,M
Takashi Haase,JPN,EJP,True,M
Eiken Sato,JPN,EJP,False,M
Eiken Sato,JPN,EJP,False,M
Mike Kawai,JPN,EJP,False,M
Taizo Sugitani,JPN,EJP,True,M
Taizo Sugitani,JPN,EJP,True,M
Ilias El,MAR,SWM,True,M
Giullia Penalber,BRA,WRF,True,F
Musa Zhalayev,TKM,SWM,True,M
Mohammed Bin,LBA,SHO,True,M
Katherin Echandia,VEN,WLF,True,F
Anyelin Venegas,VEN,WLF,True,F
Naryury Perez,VEN,WLF,True,F
Tui Leilua,SAM,SAL,True,M
Kimia Yousofi,AFG,ATH,False,F
Attack J,AUS,BKG,True,M
Camilla Kemp,GER,SRF,True,F
Thea Helseth,NOR,ROW,True,F
Seim Kavlie,NOR,ROW,True,F
Aleksandar Atanasijevic,SRB,VVO,True,M
Marko Ivovic,SRB,VVO,True,M
Nikola Jovovic,SRB,VVO,True,M
Milorad Kapur,SRB,VVO,True,M
Uros Kovacevic,SRB,VVO,True,M
Petar Krsmanovic,SRB,VVO,True,M
Miran Kujundzic,SRB,VVO,True,M
Drazen Luburic,SRB,VVO,True,M
Nemanja Masulovic,SRB,VVO,True,M
Aleksandar Nedeljkovic,SRB,VVO,True,M
Pavle Peric,SRB,VVO,True,M
Marko Podrascanin,SRB,VVO,True,M
Vuk Todorovic,SRB,VVO,True,M
Linda Angounou,CMR,ATH,True,F
Charlie Aldridge,GBR,MTB,True,M
Thomas Pidcock,GBR,MTB,False,M
Thomas Pidcock,GBR,MTB,False,M
Georgiy Gurtsiev,AIN,TKW,True,M
Samuel Freire,CPV,ATH,True,M
da Ana,TLS,TKW,True,F
Kim Emmen,NED,EJP,True,F
Selena Piek,NED,BDM,False,F
Renata Zachova,CZE,JUD,True,F
Uzur Dzhuzupbekov,KGZ,WRF,False,M
Amantur Ismailov,KGZ,WRF,True,M
Akzhol Makhmudov,KGZ,WRF,False,M
Zholaman Sharshenbekov,KGZ,WRF,False,M
Bekzat Almaz,KGZ,WRF,True,M
Ernazar Akmataliev,KGZ,WRF,False,M
Aiaal Lazarev,KGZ,WRF,False,M
Ziyodakhon Abdusattorova,UZB,ARC,True,F
Ziyodakhon Abdusattorova,UZB,ARC,True,F
Aya Asaqas,MAR,SKB,True,F
Laurent L'entete,MRI,TRI,True,M
Irma Testa,ITA,BOX,False,F
Giordana Sorrentino,ITA,BOX,False,F
Sirine Charaabi,ITA,BOX,True,F
Alessia Mesiano,ITA,BOX,True,F
Angela Carini,ITA,BOX,False,F
Caroline Marks,USA,SRF,False,F
Caitlin Simmers,USA,SRF,True,F
Carissa Moore,USA,SRF,False,F
Joella Lloyd,ANT,ATH,False,F
Kregor Zirk,EST,SWM,False,M
Kregor Zirk,EST,SWM,False,M
Maria Corbera,ESP,CSP,True,F
Maria Corbera,ESP,CSP,True,F
Estefania Fernandez,ESP,CSP,True,F
Estefania Fernandez,ESP,CSP,True,F
Carolina Garcia,ESP,CSP,True,F
Carolina Garcia,ESP,CSP,True,F
Antia Jacome,ESP,CSP,False,F
Antia Jacome,ESP,CSP,False,F
Begona Lazkano,ESP,CSP,True,F
Sara Ouzande,ESP,CSP,True,F
Sara Ouzande,ESP,CSP,True,F
Teresa Portela,ESP,CSP,False,F
Tapiwanashe Makarawu,ZIM,ATH,True,M
Isaac Mpofu,ZIM,ATH,True,M
Makanakaishe Charamba,ZIM,ATH,True,M
Zeke Chan,BRU,SWM,True,M
Eliane Douillet,BEN,SWM,True,F
Sharon Firisua,SOL,ATH,False,F
Aastrand Jorgensen,DEN,CSP,False,F
Aastrand Jorgensen,DEN,CSP,False,F
Hauge Matthiesen,DEN,CSP,True,F
Marin Rantes,CRO,BMF,True,M
Breanna Scott,AUS,GAR,True,F
Breanna Scott,AUS,GAR,True,F
Breanna Scott,AUS,GAR,True,F
Breanna Scott,AUS,GAR,True,F
Breanna Scott,AUS,GAR,True,F
Breanna Scott,AUS,GAR,True,F
Emily Whitehead,AUS,GAR,False,F
Emily Whitehead,AUS,GAR,False,F
Emily Whitehead,AUS,GAR,False,F
Emily Whitehead,AUS,GAR,False,F
Emily Whitehead,AUS,GAR,False,F
Emily Whitehead,AUS,GAR,False,F
McDONALD Kate,AUS,GAR,True,F
McDONALD Kate,AUS,GAR,True,F
McDONALD Kate,AUS,GAR,True,F
McDONALD Kate,AUS,GAR,True,F
McDONALD Kate,AUS,GAR,True,F
McDONALD Kate,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Ruby Pass,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Emma Nedov,AUS,GAR,True,F
Max Appel,GER,ROW,False,M
Anton Finger,GER,ROW,True,M
Laurits Follert,GER,ROW,False,M
Torben Johannesen,GER,ROW,False,M
Max John,GER,ROW,True,M
Soenke Kruse,GER,ROW,True,M
Tim-ole Naske,GER,ROW,True,M
Olaf Roggensack,GER,ROW,False,M
Mattes Schoenherr,GER,ROW,True,M
Wolf-niclas Schroeder,GER,ROW,True,M
Marc Weber,GER,ROW,False,M
Jonas Wiesen,GER,ROW,True,M
Moritz Wolff,GER,ROW,True,M
Oliver Zeidler,GER,ROW,False,M
Julius Christ,GER,ROW,True,M
Frederik Breuer,GER,ROW,True,M
Jonas Gelsen,GER,ROW,True,M
Benedict Eggeling,GER,ROW,True,M
Sideris Tasiadis,GER,CSL,False,M
Stefan Hengst,GER,CSL,True,M
Noah Hegge,GER,CSL,True,M
Noah Hegge,GER,CSL,True,M
Chanu Saikhom,IND,WLF,True,F
Matthew Lawrence,MOZ,SWM,True,M
Wenjun Lin,CHN,CSP,False,F
Shixiao Xu,CHN,CSP,False,F
Mengya Sun,CHN,CSP,False,F
Mengdie Yin,CHN,CSP,False,F
Mengdie Yin,CHN,CSP,False,F
Nan Wang,CHN,CSP,False,F
Nan Wang,CHN,CSP,False,F
Dongyin Li,CHN,CSP,False,F
Yuewen Sun,CHN,CSP,True,F
Yule Chen,CHN,CSP,True,F
Shimeng Yu,CHN,CSP,True,F
Nina Kostanjsek,SLO,ROW,True,F
Santoo Shrestha,NEP,TTE,True,M
Yves Bourhis,SEN,CSL,True,M
Yves Bourhis,SEN,CSL,True,M
Yves Bourhis,SEN,CSL,True,M
Bouha Ahamdy,MTN,ATH,True,F
Elizabeth Worthington,GBR,BMF,True,F
Andrea Perez,ECU,SHO,False,F
Andrea Perez,ECU,SHO,False,F
Diana Durango,ECU,SHO,False,F
Diana Durango,ECU,SHO,False,F
Elizabeth Jimenez,DOM,SWM,True,F
Marvin Gadeau,MON,JUD,True,M
Matthew Wright,BAR,TRI,True,M
Kieran Bird,GBR,SWM,False,M
Kieran Bird,GBR,SWM,False,M
Alexander Cohoon,GBR,SWM,True,M
Alexander Cohoon,GBR,SWM,True,M
Tom Dean,GBR,SWM,False,M
Tom Dean,GBR,SWM,False,M
Tom Dean,GBR,SWM,False,M
Luke Greenbank,GBR,SWM,False,M
James Guy,GBR,SWM,False,M
James Guy,GBR,SWM,False,M
Daniel Jervis,GBR,SWM,False,M
Richard Litchfield,GBR,SWM,True,M
Richard Litchfield,GBR,SWM,True,M
Richard Litchfield,GBR,SWM,True,M
McMILLAN Jack,GBR,SWM,True,M
McMILLAN Jack,GBR,SWM,True,M
Oliver Morgan,GBR,SWM,True,M
Oliver Morgan,GBR,SWM,True,M
Oliver Morgan,GBR,SWM,True,M
Benjamin Proud,GBR,SWM,False,M
Matthew Richards,GBR,SWM,False,M
Matthew Richards,GBR,SWM,False,M
Matthew Richards,GBR,SWM,False,M
Matthew Richards,GBR,SWM,False,M
Matthew Richards,GBR,SWM,False,M
Duncan Scott,GBR,SWM,False,M
Duncan Scott,GBR,SWM,False,M
Duncan Scott,GBR,SWM,False,M
Duncan Scott,GBR,SWM,False,M
Duncan Scott,GBR,SWM,False,M
Duncan Scott,GBR,SWM,False,M
Henry Whittle,GBR,SWM,True,M
Henry Whittle,GBR,SWM,True,M
James Wilby,GBR,SWM,False,M
James Wilby,GBR,SWM,False,M
Adam Peaty,GBR,SWM,False,M
Adam Peaty,GBR,SWM,False,M
Jonny Marshall,GBR,SWM,True,M
Max Litchfield,GBR,SWM,False,M
Matteo Jorgenson,USA,CRD,True,M
McNULTY Brandon,USA,CRD,False,M
McNULTY Brandon,USA,CRD,False,M
Magnus Sheffield,USA,CRD,True,M
Magnus Sheffield,USA,CRD,True,M
de Roldeney,STP,JUD,True,M
Nahuel Molina,ARG,BMX,True,M
Emiliano Villegas,ARG,BMX,True,M
Oumy Diop,SEN,SWM,True,F
Cyusa Peyre,RWA,SWM,True,M
Lazar Kovacevic,SRB,SHO,True,M
Lazar Kovacevic,SRB,SHO,True,M
Damir Mikec,SRB,SHO,False,M
Damir Mikec,SRB,SHO,False,M
Pit Klein,LUX,ARC,True,M
Victoria Garza,DOM,DIV,True,F
Nicole Frank,URU,SWM,False,F
Collins Saliboko,TAN,SWM,True,M
McNEICE Erin,GBR,CLB,True,F
Molly Thompson-smith,GBR,CLB,True,F
Adriana Penruddocke,BER,SAL,True,F
Soichi Hashimoto,JPN,JUD,True,M
Soichi Hashimoto,JPN,JUD,True,M
Tatsuru Saito,JPN,JUD,True,M
Tatsuru Saito,JPN,JUD,True,M
Sanshiro Murao,JPN,JUD,True,M
Sanshiro Murao,JPN,JUD,True,M
Ryuju Nagayama,JPN,JUD,True,M
Ryuju Nagayama,JPN,JUD,True,M
Hifumi Abe,JPN,JUD,False,M
Hifumi Abe,JPN,JUD,False,M
Aaron Wolf,JPN,JUD,False,M
Aaron Wolf,JPN,JUD,False,M
Takanori Nagase,JPN,JUD,False,M
Takanori Nagase,JPN,JUD,False,M
Koceila Mammeri,ALG,BDM,True,M
Antoaneta Kostadinova,BUL,SHO,False,F
Antoaneta Kostadinova,BUL,SHO,False,F
Antoaneta Kostadinova,BUL,SHO,False,F
Kenia Lechuga,MEX,ROW,False,F
Jihee Jeon,KOR,TTE,True,F
Jihee Jeon,KOR,TTE,True,F
Eunhye Lee,KOR,TTE,True,F
Yubin Shin,KOR,TTE,True,F
Yubin Shin,KOR,TTE,True,F
Yubin Shin,KOR,TTE,True,F
Nina Sterckx,BEL,WLF,False,F
Airi Mitsui,JPN,SWM,True,F
Hiroko Makino,JPN,SWM,True,F
Hiroko Makino,JPN,SWM,True,F
Mio Narita,JPN,SWM,True,F
Rikako Ikee,JPN,SWM,False,F
Rikako Ikee,JPN,SWM,False,F
Rikako Ikee,JPN,SWM,False,F
Satomi Suzuki,JPN,SWM,False,F
Satomi Suzuki,JPN,SWM,False,F
Satomi Suzuki,JPN,SWM,False,F
Nagisa Ikemoto,JPN,SWM,False,F
Nagisa Ikemoto,JPN,SWM,False,F
Rio Shirai,JPN,SWM,False,F
Rio Shirai,JPN,SWM,False,F
Rio Shirai,JPN,SWM,False,F
Ageha Tanigawa,JPN,SWM,False,F
Yui Ohashi,JPN,SWM,False,F
Reona Aoki,JPN,SWM,False,F
Waka Kobori,JPN,SWM,False,F
Waka Kobori,JPN,SWM,False,F
Mizuki Hirai,JPN,SWM,True,F
Mizuki Hirai,JPN,SWM,True,F
Mizuki Hirai,JPN,SWM,True,F
Shiho Matsumoto,JPN,SWM,True,F
Edward Ly,CAN,TTE,True,M
Edward Ly,CAN,TTE,True,M
Jeremy Hazin,CAN,TTE,False,M
Eugene Wang,CAN,TTE,False,M
Eugene Wang,CAN,TTE,False,M
Timo Barthel,GER,DIV,False,M
Timo Barthel,GER,DIV,False,M
Lars Rudiger,GER,DIV,False,M
Moritz Wesemann,GER,DIV,True,M
Shiloh Eikermann,GER,DIV,False,M
Fares Arfa,CAN,FEN,True,M
Fares Arfa,CAN,FEN,True,M
Blake Broszus,CAN,FEN,False,M
Blake Broszus,CAN,FEN,False,M
Francois Cauchon,CAN,FEN,True,M
Francois Cauchon,CAN,FEN,True,M
Olivier Desrosiers,CAN,FEN,True,M
Shaul Gordon,CAN,FEN,False,M
Shaul Gordon,CAN,FEN,False,M
